Variable,Unit,Definition
Employment|Service,Million,Number of employed inhabitants (payrolls) in the service sector (based on ILO classification)
Energy Service|Commercial|Floor Space,bn m2/yr,energy service demand for conditioned floor space in commercial buildings
Energy Service|Residential and Commercial|Floor Space,bn m2/yr,energy service demand for conditioned floor space in buildings
Energy Service|Residential|Floor Space,bn m2/yr,energy service demand for conditioned floor space in residential buildings
Energy Service|Transportation,bn pkm/yr,
Energy Service|Transportation|2W,bn pkm/yr,
Energy Service|Transportation|2W|Transport Pax 2W,bn pkm/yr,
Energy Service|Transportation|Air,bn pkm/yr,
Energy Service|Transportation|Air|Transport Pax Air,bn pkm/yr,
Energy Service|Transportation|Bus,bn pkm/yr,
Energy Service|Transportation|Bus|Transport Pax Bus,bn pkm/yr,
Energy Service|Transportation|Freight,bn tkm/yr,energy service demand for freight transport
Energy Service|Transportation|Freight Truck,bn pkm/yr,
Energy Service|Transportation|Freight Truck|Transport Freight Vehicle,bn pkm/yr,
Energy Service|Transportation|Freight|Aviation,bn tkm/yr,energy service demand for freight transport on aircrafts
Energy Service|Transportation|Freight|International Shipping,bn tkm/yr,
Energy Service|Transportation|Freight|Navigation,bn tkm/yr,energy service demand for freight transport on domestic ships
Energy Service|Transportation|Freight|Other,bn tkm/yr,energy service demand for freight transport using other modes (please provide a definition of the modes in this category in the 'comments' tab)
Energy Service|Transportation|Freight|Railways,bn tkm/yr,energy service demand for freight transport on railways
Energy Service|Transportation|Freight|Road,bn tkm/yr,energy service demand for freight transport on roads
Energy Service|Transportation|Ldv,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Elc_100,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Hfc_Ptrp,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Iahe_Ptrp,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Iahm_Ptrp,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Icae_Ffv,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Icam_Ptrp,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Ice_Conv,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Ice_L_Ptrp,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Ice_Nga,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Ich_Chyb,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Igh_Ghyb,bn pkm/yr,
Energy Service|Transportation|Ldv|Transport Vehicle Phev_Ptrp,bn pkm/yr,
Energy Service|Transportation|Non-Ldv,bn pkm/yr,
Energy Service|Transportation|Non-Ldv|Transport Freight Vehicle,bn pkm/yr,
Energy Service|Transportation|Non-Ldv|Transport Pax 2W,bn pkm/yr,
Energy Service|Transportation|Non-Ldv|Transport Pax Air,bn pkm/yr,
Energy Service|Transportation|Non-Ldv|Transport Pax Bus,bn pkm/yr,
Energy Service|Transportation|Non-Ldv|Transport Pax Rail,bn pkm/yr,
Energy Service|Transportation|Passenger,bn pkm/yr,energy service demand for passenger transport
Energy Service|Transportation|Passenger|Aviation,bn pkm/yr,energy service demand for passenger transport on aircrafts
Energy Service|Transportation|Passenger|Bicycling and Walking,bn pkm/yr,
Energy Service|Transportation|Passenger|Navigation,bn pkm/yr,energy service demand for passenger transport on domestic ships
Energy Service|Transportation|Passenger|Other,bn pkm/yr,energy service demand for passenger transport using other modes (please provide a definition of the modes in this category in the 'comments' tab)
Energy Service|Transportation|Passenger|Railways,bn pkm/yr,energy service demand for passenger transport on railways
Energy Service|Transportation|Passenger|Road,bn pkm/yr,energy service demand for passenger transport on roads
Energy Service|Transportation|Passenger|Road|2W and 3W,bn pkm/yr,
Energy Service|Transportation|Passenger|Road|Bus,bn pkm/yr,
Energy Service|Transportation|Passenger|Road|LDV,bn pkm/yr,
Energy Service|Transportation|Rail,bn pkm/yr,
Energy Service|Transportation|Rail|Transport Pax Rail,bn pkm/yr,
Energy Service|Transportation|Transport Freight Vehicle,bn pkm/yr,
Energy Service|Transportation|Transport Pax 2W,bn pkm/yr,
Energy Service|Transportation|Transport Pax Air,bn pkm/yr,
Energy Service|Transportation|Transport Pax Bus,bn pkm/yr,
Energy Service|Transportation|Transport Pax Rail,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Elc_100,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Hfc_Ptrp,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Iahe_Ptrp,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Iahm_Ptrp,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Icae_Ffv,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Icam_Ptrp,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Ice_Conv,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Ice_L_Ptrp,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Ice_Nga,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Ich_Chyb,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Igh_Ghyb,bn pkm/yr,
Energy Service|Transportation|Transport Vehicle Phev_Ptrp,bn pkm/yr,
Expenditure|Energy|Fossil,billion US$2010/yr OR local currency,Fossil fuel expenditure
Expenditure|Government,billion US$2010/yr OR local currency,total government expenditure
Expenditure|Household,billion US$2010/yr OR local currency,Total household expenditure
Expenditure|Household|Energy,billion US$2010/yr OR local currency,expenditure of households for energy.
Expenditure|Household|Food,billion US$2010/yr OR local currency,expenditure of households for food.
Expenditure|Household|Industry,billion US$2010/yr OR local currency,expenditure of households for industrial goods.
Expenditure|household|Services,billion US$2010/yr OR local currency,
Expenditure|household|Services|health,billion US$2010/yr OR local currency,
Expenditure|Medical System|Incremental,billion US$2010/yr OR local currency,Incremental expenditure for the medical system
Expenditure|RnD,billion US$2010/yr OR local currency,expenditure on research and development
Export,billion US$2010/yr OR local currency,total exports measured in monetary quantities.
Export|Agriculture,billion US$2010/yr OR local currency,export of agricultural commodities measured in monetary units.
Export|Developing Country Share,%,Developing countries’ and least developed countries’ share of global exports
Export|Energy,billion US$2010/yr OR local currency,export of energy commodities measured in monetary units.
Export|Industry,billion US$2010/yr OR local currency,export of industrial (non-energy) commodities measured in monetary units.
Export|Industry|Energy,billion US$2010/yr OR local currency,
Export|Industry|Energy Intensive,billion US$2010/yr OR local currency,
Export|Industry|Manufacturing,billion US$2010/yr OR local currency,
Export|Other,billion US$2010/yr OR local currency,export of other commodities measured in monetary units (please provide a definition of the sources in this category in the 'comments' tab).
Fertilizer Use|Nitrogen,Tg N/yr,total nitrogen fertilizer use
Fertilizer Use|Phosphorus,Tg P/yr,total phosphorus fertilizer use
Fertilizer Use|Potassium,Tg K2O/yr,total potassium fertilizer use
Fertilizer|Nitrogen|Intensity,t N/ha/yr,nitrogen fertilizer inputs in tonnes per hectare per year (or similar)
Fertilizer|Phosphorus|Intensity,t P/ha/yr,phosphorus fertilizer inputs in tonnes per hectare per year (or similar)
Fertilizer|Potassium|Intensity,t K20/ha/yr,potassium fertilizer inputs in tonnes per hectare per year (or similar)
Final Energy,EJ/yr,"total final energy consumption by all end-use sectors and all fuels, excluding transmission/distribution losses"
Final Energy (w/o bunkers),EJ/yr,"Final energy consumption by all end-use sectors and all fuels including non-energy use, excluding international aviation and shipping (see 'Final Energy|Bunkers|*') and excluding transmission/distribution losses"
Final Energy|Bunkers,EJ/yr,Final energy consumption by the international aviation and shipping
Final Energy|Bunkers|Electricity,EJ/yr,Final energy consumption by the international aviation and shipping of electricity
Final Energy|Bunkers|Freight,EJ/yr,Final energy consumption for freight transport in international aviation and shipping
Final Energy|Bunkers|Gases,EJ/yr,"Final energy consumption by the international aviation and shipping of gaseous fuels including natural gas and biogas, not including hydrogen"
Final Energy|Bunkers|Gases|Biomass,EJ/yr,"Final energy consumption by the international aviation and shipping of gaseous fuels from biogenic sources, mainly biogas"
Final Energy|Bunkers|Gases|Coal,EJ/yr,Final energy consumption by the international aviation and shipping of gaseous fuels from fossil coal gasification
Final Energy|Bunkers|Gases|Electricity,EJ/yr,"Final energy consumption by the international aviation and shipping of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product)"
Final Energy|Bunkers|Gases|Fossil,EJ/yr,Final energy consumption by the international aviation and shipping of gaseous fuels from fossil fuels including natural gas and coal
Final Energy|Bunkers|Gases|Gas,EJ/yr,Final energy consumption by the international aviation and shipping of fossil methane ('natural gas')
Final Energy|Bunkers|Gases|Hydrogen,EJ/yr,Final energy consumption by the international aviation and shipping of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies)
Final Energy|Bunkers|Gases|Other,EJ/yr,Final energy consumption by the international aviation and shipping of gaseous fuels from sources that do not fit any other category
Final Energy|Bunkers|Heat,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat
Final Energy|Bunkers|Heat|Biomass,EJ/yr,"Final energy consumption by the international aviation and shipping of centralized heat from biomass, including biogas"
Final Energy|Bunkers|Heat|Coal,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from coal
Final Energy|Bunkers|Heat|Electricity,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from electricity
Final Energy|Bunkers|Heat|Fossil,EJ/yr,"Final energy consumption by the international aviation and shipping of centralized heat from fossil fuels including natural gas, oil and coal"
Final Energy|Bunkers|Heat|Gas,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from fossil methane ('natural gas')
Final Energy|Bunkers|Heat|Geothermal,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from geothermal energy excluding ground-source heat pumps
Final Energy|Bunkers|Heat|Hydrogen,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from hydrogen
Final Energy|Bunkers|Heat|Nuclear,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from nuclear energy
Final Energy|Bunkers|Heat|Oil,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from refined crude oil
Final Energy|Bunkers|Heat|Other,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from sources that do not fit any other category
Final Energy|Bunkers|Heat|Solar,EJ/yr,Final energy consumption by the international aviation and shipping of centralized heat from solar energy
Final Energy|Bunkers|Hydrogen,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen
Final Energy|Bunkers|Hydrogen|Biomass,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen generated from biomass
Final Energy|Bunkers|Hydrogen|Coal,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from coal
Final Energy|Bunkers|Hydrogen|Electricity,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from electrolysis
Final Energy|Bunkers|Hydrogen|Fossil,EJ/yr,"Final energy consumption by the international aviation and shipping of hydrogen from fossil fuels including natural gas, oil and coal"
Final Energy|Bunkers|Hydrogen|Gas,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from fossil methane ('natural gas')
Final Energy|Bunkers|Hydrogen|Nuclear,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from nuclear energy (e.g. thermochemical water splitting with nuclear heat)
Final Energy|Bunkers|Hydrogen|Oil,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from refined crude oil
Final Energy|Bunkers|Hydrogen|Other,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from other sources
Final Energy|Bunkers|Hydrogen|Solar,EJ/yr,Final energy consumption by the international aviation and shipping of hydrogen from solar energy (e.g. thermochemical water splitting with solar heat)
Final Energy|Bunkers|International Aviation,EJ/yr,Final energy consumption for international aviation
Final Energy|Bunkers|International Aviation|Freight,EJ/yr,Final energy consumption for freight transport in international aviation
Final Energy|Bunkers|International Aviation|Passenger,EJ/yr,Final energy consumption for passenger transport in international aviation
Final Energy|Bunkers|International Shipping,EJ/yr,Final energy consumption for international shipping
Final Energy|Bunkers|International Shipping|Freight,EJ/yr,Final energy consumption for freight transport in international shipping
Final Energy|Bunkers|International Shipping|Passenger,EJ/yr,Final energy consumption for passenger transport in international shipping
Final Energy|Bunkers|Liquids,EJ/yr,"Final energy consumption by the international aviation and shipping of refined liquid fuels including oil products, fuels from gas and coal, synthetic fuels and biofuels"
Final Energy|Bunkers|Liquids|Biomass,EJ/yr,Final energy consumption by the international aviation and shipping of liquid fuels from biomass
Final Energy|Bunkers|Liquids|Coal,EJ/yr,Final energy consumption by the international aviation and shipping of liquid fuels from coal
Final Energy|Bunkers|Liquids|Electricity,EJ/yr,"Final energy consumption by the international aviation and shipping of liquid synthetic fuels from electricity, i.e., e-fuels (if hydrogen is not explicitly modeled as an intermediate product)"
Final Energy|Bunkers|Liquids|Fossil,EJ/yr,"Final energy consumption by the international aviation and shipping of liquid fuels from fossil fuels including coal, natural gas and conventional/unconventional oil"
Final Energy|Bunkers|Liquids|Gas,EJ/yr,Final energy consumption by the international aviation and shipping of liquid fuels from fossil methane ('natural gas')
Final Energy|Bunkers|Liquids|Hydrogen,EJ/yr,Final energy consumption by the international aviation and shipping of liquid fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies)
Final Energy|Bunkers|Liquids|Oil,EJ/yr,Final energy consumption by the international aviation and shipping of liquid fuels from refined crude oil
Final Energy|Bunkers|Liquids|Other,EJ/yr,Final energy consumption by the international aviation and shipping of sources that do not fit any other category
Final Energy|Bunkers|Other,EJ/yr,Final energy consumption by the international aviation and shipping of other energy sources
Final Energy|Bunkers|Passenger,EJ/yr,Final energy consumption for passenger transport in international aviation and shipping
Final Energy|Bunkers|Solids,EJ/yr,"Final energy consumption by the international aviation and shipping of solid energy carriers, including coal, briquettes, coke, and wood pellets"
Final Energy|Bunkers|Solids|Biomass,EJ/yr,"Final energy consumption by the international aviation and shipping of solid biomass (e.g., commercial charcoal, wood chips, wood pellets), not including traditional bioenergy"
Final Energy|Bunkers|Solids|Coal,EJ/yr,"Final energy consumption by the international aviation and shipping of coal, lignite, and derived products (e.g., coke, briquettes)"
Final Energy|Carbon Management,EJ/yr,
Final Energy|Carbon Management|Direct Air Capture,EJ/yr,
Final Energy|Carbon Management|Direct Air Capture|Electricity,EJ/yr,
Final Energy|Carbon Management|Direct Air Capture|Gases,EJ/yr,
Final Energy|Carbon Management|Direct Air Capture|Hydrogen,EJ/yr,
Final Energy|Commercial,EJ/yr,final energy consumed in the commercial sector
Final Energy|Commercial|Electricity,EJ/yr,"final energy consumption by the commercial sector of electricity (including on-site solar PV), excluding transmission/distribution losses"
Final Energy|Commercial|Electricity|Solar,EJ/yr,
Final Energy|Commercial|Gases,EJ/yr,"final energy consumption by the commercial sector of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses"
Final Energy|Commercial|Heat,EJ/yr,"final energy consumption by the commercial sector of heat (e.g., district heat, process heat, solar heating and warm water), excluding transmission/distribution losses"
Final Energy|Commercial|Hydrogen,EJ/yr,final energy consumption by the commercial sector of hydrogen
Final Energy|Commercial|Liquids,EJ/yr,"final energy consumption by the commercial sector of refined liquids (conventional & unconventional oil, biofuels, coal-to-liquids, gas-to-liquids)"
Final Energy|Commercial|Other,EJ/yr,final energy consumption by the commercial sector of other sources that do not fit to any other category (please provide a definition of the sources in this category in the 'comments' tab)
Final Energy|Commercial|Solids,EJ/yr,final energy solid fuel consumption by the commercial sector (including coal and solid biomass)
Final Energy|Commercial|Solids|Biomass,EJ/yr,
Final Energy|Commercial|Solids|Biomass|Traditional,EJ/yr,
Final Energy|Commercial|Solids|Coal,EJ/yr,
Final Energy|Commercial|Water|Desalination,TWh/yr,Energy consumption for desalination water
Final Energy|Commercial|Water|Groundwater Extraction,TWh/yr,Energy consumption for groundwater extraction
Final Energy|Commercial|Water|Surface Water Extraction,TWh/yr,Energy consumption for surface water extraction
Final Energy|Commercial|Water|Transfer,TWh/yr,Energy consumption for water transfers
Final Energy|Electricity,EJ/yr,"final energy consumption of electricity (including on-site solar PV), excluding transmission/distribution losses"
Final Energy|Electricity|Solar,EJ/yr,
Final Energy|Gases,EJ/yr,"final energy consumption of gases (natural gas, biogas, coal-gas), excluding transmission/distribution losses"
Final Energy|Geothermal,EJ/yr,"final energy consumption of geothermal energy (e.g., from decentralized or small-scale geothermal heating systems) EXCLUDING geothermal heat pumps"
Final Energy|Heat,EJ/yr,"final energy consumption of heat (e.g., district heat, process heat, warm water), excluding transmission/distribution losses, excluding direct geothermal and solar heating"
Final Energy|Hydrogen,EJ/yr,"final energy consumption of hydrogen, excluding transmission/distribution losses"
Final Energy|Industry,EJ/yr,"final energy consumed by the industrial sector, including feedstocks, including agriculture and fishing"
Final Energy|Industry excl Non-Energy Use,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Electricity,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Gases,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Heat,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Electricity,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Gases,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Heat,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Hydrogen,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Liquids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Liquids|Biomass,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Liquids|Petroleum,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Solar,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Solids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Solids|Biomass,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|High Value Chemicals|Solids|Coal,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Hydrogen,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Liquids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Liquids|Biomass,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Liquids|Petroleum,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Solar,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Solids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Solids|Biomass,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Chemicals|Solids|Coal,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Electricity,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Gases,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Heat,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Hydrogen,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Liquids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Liquids|Biomass,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Liquids|Petroleum,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Electricity,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Gases,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Heat,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Hydrogen,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Liquids,EJ/yr,
Final Energy|Industry excl Non-Energy Use|Non-Ferrous Metals|Aluminum|Liquids|Biomass,EJ/yr,
